"Delivery Rate","tick"
1.055064312161289,150.0
6.053278277971499,151.0
1.828984302372024,152.0
2.1309978303794592,153.0
3.2087666846129115,154.0
1.597740508873847,155.0
7.41530660251055,156.0
4.667417808700611,157.0
1.6490380758514105,158.0
4.236170692134622,159.0
1.0966297108624843,160.0
3.3662035105826784,161.0
0.613887886826009,162.0
2.7494172771672774,163.0
0.5352831882790603,164.0
0.14042537304723685,165.0
4.732182191590087,166.0
2.0656947688639105,167.0
2.2833742029575346,168.0
1.317890090851824,169.0
0.4353076293625075,170.0
1.8152458045141266,171.0
4.128357827038862,172.0
1.3677100469740413,173.0
2.686464692714693,174.0
0.21947678243454302,175.0
0.673301276065982,176.0
5.543232894988263,177.0
1.4351218720597743,178.0
3.9330168238624115,179.0
0.7484943210188906,180.0
1.9936114551798152,181.0
3.0104642517062765,182.0
2.696960719195935,183.0
3.8589614605588247,184.0
5.8586401983016545,185.0
0.9588910380997488,186.0
2.4929379933791695,187.0
4.025909097761853,188.0
2.815922495502975,189.0
4.6320681747240915,190.0
1.175752340643181,191.0
5.3050878091656495,192.0
6.0080461026732435,193.0
2.725809007320658,194.0
3.9365460533889793,195.0
1.536573987027824,196.0
0.6091576981669861,197.0
0.8998891962777581,198.0
2.9074494949494953,199.0
0.3806284249874281,200.0
0.36300679884271214,201.0
4.96444399949148,202.0
0.3691697219214382,203.0
0.018810209568736552,204.0
2.0996759832549707,205.0
3.149601121648589,206.0
11.805757710071324,207.0
7.810434244940985,208.0
1.5756127009321377,209.0
6.531719617995159,210.0
8.357766582832372,211.0
1.6638413022344818,212.0
4.644788602140975,213.0
0.15935975280737208,214.0
3.152809336668123,215.0
3.340165754657064,216.0
2.248140456451858,217.0
1.5072841638990966,218.0
2.1525117149076123,219.0
0.19482518893462972,220.0
2.4455942654839715,221.0
4.258761191653108,222.0
2.312807984341537,223.0
3.03297606738119,224.0
1.6639147271185464,225.0
4.378260574421163,226.0
0.7566609094130263,227.0
-0.2000872352285396,228.0
2.930362232796442,229.0
4.553846982620533,230.0
3.3235222828701096,231.0
1.1152275699129246,232.0
2.2455507358531555,233.0
1.399051358957742,234.0
7.291959378733571,235.0
3.4350162072069566,236.0
0.4557121112639065,237.0
6.492852984430086,238.0
0.658137582626593,239.0
3.849711040478923,240.0
3.1793124544495814,241.0
2.739902024344894,242.0
1.2572214549401959,243.0
0.38239992025293923,244.0
2.1316542716542717,245.0
1.050441562566947,246.0
0.4065634185236432,247.0
2.2352657211209834,248.0
0.33711915854491054,249.0
1.425856026473478,250.0
1.0277447396972015,251.0
1.4739204501885657,252.0
1.3954930492373614,253.0
0.46400368624718846,254.0
1.9133738051187168,255.0
0.9227387916773623,256.0
3.171433535600202,257.0
1.4682647979271548,258.0
1.1908268494014105,259.0
0.7307051794118046,260.0
2.1308871447594266,261.0
1.676831931640992,262.0
4.1394018944878415,263.0
5.394394882867853,264.0
2.3789438388882114,265.0
1.7197456602716152,266.0
1.4241820915157621,267.0
1.1520449708068823,268.0
0.8557256620057803,269.0
6.389888190954369,270.0
7.283852191418719,271.0
0.30728077108590646,272.0
3.3606593024074236,273.0
2.793925930506216,274.0
2.6366366300429434,275.0
2.7957963402582267,276.0
1.8269352015336544,277.0
3.365996652722481,278.0
4.611208828028113,279.0
3.7358688652553336,280.0
2.4896177933174215,281.0
1.4357286473445292,282.0
1.8117892196205767,283.0
5.387395937801569,284.0
1.3861367823116564,285.0
2.4360161062319503,286.0
3.2978794221649825,287.0
7.104700946211936,288.0
0.26715927589512745,289.0
0.5575327632747764,290.0
0.14746118326443358,291.0
1.5676062921283507,292.0
5.125349046239889,293.0
3.0550952175843475,294.0
2.120072966117085,295.0
10.596153118871232,296.0
2.575086798555796,297.0
9.007800486063644,298.0
2.727003372662988,299.0
0.7921655717054891,300.0
1.7338073185768084,301.0
1.451798987167139,302.0
1.0584122530226678,303.0
0.8459302206890864,304.0
1.6862661145644042,305.0
3.6121505314343096,306.0
1.4164469394783603,307.0
1.588511752082877,308.0
3.660965528766668,309.0
3.357996294976971,310.0
1.1286728746536265,311.0
1.4692930898907748,312.0
2.2166980069612774,313.0
0.7636743280540347,314.0
6.342639487065724,315.0
4.225250569849452,316.0
3.1766939615310252,317.0
0.9678574324534815,318.0
0.9712575120121475,319.0
1.7861957681345886,320.0
7.900294895760328,321.0
6.910481157809354,322.0
2.119980470857798,323.0
0.9826707461616698,324.0
1.8203958537667553,325.0
1.8561526762458085,326.0
4.398575534942849,327.0
2.7246944169806135,328.0
0.3338456792595014,329.0
3.3365972623867357,330.0
3.455549267834504,331.0
0.9821340362754448,332.0
1.9878433140933138,333.0
1.9535258087918288,334.0
7.600072093311125,335.0
0.8365450119367217,336.0
2.970851719340091,337.0
1.4675938053599187,338.0
0.8651579021392684,339.0
7.272671295136029,340.0
0.7774689454994984,341.0
1.875504724930994,342.0
2.272342266783644,343.0
2.630443355027494,344.0
2.3877342036983307,345.0
1.6269410913160918,346.0
1.8105276649979751,347.0
3.7105694101649993,348.0
3.3072720856805504,349.0
3.180104956493428,350.0
1.662361003341831,351.0
0.3291102325436804,352.0
0.71316379382079,353.0
5.017755282214866,354.0
7.044433194832112,355.0
1.359147580002843,356.0
0.4677458668523086,357.0
6.2491050061050055,358.0
4.283090666845738,359.0
0.307621974998781,360.0
5.385981449056832,361.0
3.2871117973632673,362.0
0.8312940320883091,363.0
0.03326198107448101,364.0
4.462519841269841,365.0
6.8273029993735825,366.0
1.6598446920842458,367.0
1.8658452380952388,368.0
7.634687210937212,369.0
1.9217009009042398,370.0
1.2885969862285651,371.0
