"tick","DeliveryRatio"
101.0,0.9161111111111111
103.0,0.8861111111111113
105.0,0.8749999999999999
107.0,0.9355555555555559
109.0,0.9072222222222223
111.0,0.9277777777777779
113.0,0.92
115.0,0.8938888888888892
117.0,0.9694444444444442
119.0,0.8722222222222219
121.0,0.8861111111111111
123.0,0.8566666666666666
125.0,1.0111111111111106
127.0,0.9066666666666667
129.0,0.9694444444444443
131.0,0.8866666666666667
133.0,0.9394444444444442
135.0,0.8661111111111109
137.0,0.9977777777777778
139.0,0.8866666666666668
141.0,0.8866666666666664
143.0,0.992777777777778
145.0,0.8844444444444446
147.0,0.9055555555555557
149.0,0.9483333333333339
151.0,0.9338888888888889
153.0,0.8749999999999998
155.0,0.8894444444444445
157.0,0.9727777777777776
159.0,0.9227777777777778
161.0,0.9250000000000002
163.0,0.9277777777777779
165.0,0.9094444444444443
167.0,0.8977777777777779
169.0,0.9705555555555556
171.0,0.9583333333333334
173.0,0.9316666666666668
175.0,0.9244444444444445
177.0,0.9622222222222222
179.0,0.9333333333333333
181.0,0.8955555555555554
183.0,0.8555555555555555
185.0,0.898888888888889
187.0,0.8644444444444445
189.0,0.9138888888888889
191.0,0.9538888888888889
193.0,0.953888888888889
195.0,0.9266666666666666
197.0,0.9061111111111113
199.0,0.9894444444444443
201.0,0.8561111111111113
203.0,0.8761111111111112
205.0,0.8161111111111111
207.0,0.8911111111111114
209.0,1.0022222222222221
211.0,1.021111111111111
213.0,0.9305555555555555
215.0,0.9316666666666668
217.0,0.9294444444444445
219.0,0.8961111111111113
221.0,0.8938888888888891
223.0,0.9377777777777777
225.0,0.8861111111111111
227.0,0.8855555555555553
229.0,0.9166666666666666
231.0,0.9766666666666668
233.0,0.9116666666666668
235.0,0.8927777777777778
237.0,0.9038888888888889
239.0,0.8327777777777777
241.0,0.9688888888888888
243.0,0.9766666666666667
245.0,0.9616666666666669
247.0,0.893888888888889
249.0,0.8927777777777779
251.0,0.9327777777777778
253.0,0.9100000000000003
255.0,0.8705555555555555
257.0,0.9522222222222226
259.0,0.8861111111111111
261.0,0.9349999999999999
263.0,1.0005555555555552
265.0,0.9466666666666667
267.0,0.8649999999999998
269.0,0.8672222222222223
271.0,0.8744444444444444
273.0,0.816111111111111
275.0,0.8927777777777778
277.0,0.9366666666666666
279.0,0.925
281.0,0.9916666666666664
283.0,0.896111111111111
285.0,0.9044444444444442
287.0,0.903888888888889
289.0,0.828888888888889
291.0,0.923888888888889
293.0,0.9516666666666669
295.0,0.9655555555555555
297.0,0.9699999999999999
299.0,0.8655555555555553
301.0,0.9066666666666668
303.0,0.8838888888888887
305.0,0.9838888888888889
307.0,0.9777777777777777
309.0,0.9077777777777777
311.0,1.0155555555555558
313.0,0.8350000000000002
315.0,0.9516666666666668
317.0,0.9161111111111111
319.0,0.8861111111111113
321.0,0.8688888888888889
323.0,0.9255555555555558
325.0,0.9766666666666666
327.0,0.9261111111111113
329.0,1.0322222222222224
331.0,0.8661111111111113
333.0,0.8727777777777778
335.0,0.9466666666666664
337.0,0.8855555555555554
339.0,0.8266666666666665
341.0,0.9072222222222222
343.0,0.9438888888888889
345.0,0.8838888888888887
347.0,1.0050000000000003
349.0,0.9327777777777775
351.0,0.8422222222222221
353.0,0.8755555555555556
355.0,0.9294444444444443
357.0,0.9416666666666665
359.0,0.9211111111111109
361.0,0.9449999999999998
363.0,0.9038888888888889
365.0,0.9950000000000002
367.0,0.8788888888888889
369.0,0.9372222222222223
371.0,0.9655555555555556
373.0,0.9716666666666668
375.0,0.9038888888888892
377.0,0.8977777777777778
